technology,genotype,tissue,sex,timepoint,rep,sample,depth1,depth2,sublibrary,sublibrary_sample,run_number,rna_experiment_accession,rna_library_accession,rna_file_accession,lower_nCount_RNA,upper_nCount_RNA,lower_nFeature_RNA,upper_doublet_scores,upper_percent.mt
Parse,Bl6/Cast,Hippocampus,Male,PND_10,1,HC_10_M_1,standard,12k,12B,12B_HC_10_M_1,1005,ENCSR846QIZ,ENCLB542JEY,ENCFF701OXB,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_10,1,HC_10_M_1,standard,12k,12C,12C_HC_10_M_1,1005,ENCSR846QIZ,ENCLB800YJD,ENCFF612FBV,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_10,1,HC_10_M_1,standard,12k,12D,12D_HC_10_M_1,1005,ENCSR846QIZ,ENCLB752OPA,ENCFF169QFW,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_10,1,HC_10_M_1,standard,12k,12E,12E_HC_10_M_1,1005,ENCSR846QIZ,ENCLB604YOH,ENCFF881LDM,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_10,2,HC_10_M_2,standard,12k,12A,12A_HC_10_M_2,1005,ENCSR846QIZ,ENCLB875AFL,ENCFF246KZV,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_10,2,HC_10_M_2,standard,12k,12B,12B_HC_10_M_2,1005,ENCSR846QIZ,ENCLB725NDG,ENCFF400BBG,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_10,2,HC_10_M_2,standard,12k,12C,12C_HC_10_M_2,1005,ENCSR846QIZ,ENCLB462RMD,ENCFF401ELQ,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_10,2,HC_10_M_2,standard,12k,12D,12D_HC_10_M_2,1005,ENCSR846QIZ,ENCLB157LSK,ENCFF268OVE,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_10,2,HC_10_M_2,standard,12k,12E,12E_HC_10_M_2,1005,ENCSR846QIZ,ENCLB002WZT,ENCFF561LUO,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_14,1,HC_14_F_1,standard,12k,12A,12A_HC_14_F_1,1005,ENCSR483SSM,ENCLB482IQE,ENCFF535FJA,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_14,1,HC_14_F_1,standard,12k,12B,12B_HC_14_F_1,1005,ENCSR483SSM,ENCLB714ODH,ENCFF349NVP,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_14,1,HC_14_F_1,standard,12k,12C,12C_HC_14_F_1,1005,ENCSR483SSM,ENCLB646FDY,ENCFF288YUY,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_14,1,HC_14_F_1,standard,12k,12D,12D_HC_14_F_1,1005,ENCSR483SSM,ENCLB856HPR,ENCFF248GQF,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_14,1,HC_14_F_1,standard,12k,12E,12E_HC_14_F_1,1005,ENCSR483SSM,ENCLB360ZOI,ENCFF888WAF,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_14,2,HC_14_F_2,standard,12k,12A,12A_HC_14_F_2,1005,ENCSR483SSM,ENCLB413PZQ,ENCFF445YYQ,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_14,2,HC_14_F_2,standard,12k,12B,12B_HC_14_F_2,1005,ENCSR483SSM,ENCLB523ZGN,ENCFF365IBF,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_14,2,HC_14_F_2,standard,12k,12C,12C_HC_14_F_2,1005,ENCSR483SSM,ENCLB784FGZ,ENCFF872AIO,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_14,2,HC_14_F_2,standard,12k,12D,12D_HC_14_F_2,1005,ENCSR483SSM,ENCLB370OSX,ENCFF549XJV,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_14,2,HC_14_F_2,standard,12k,12E,12E_HC_14_F_2,1005,ENCSR483SSM,ENCLB737GKP,ENCFF026BDH,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_14,1,HC_14_M_1,standard,12k,12A,12A_HC_14_M_1,1005,ENCSR642QUS,ENCLB219ZNS,ENCFF557ENE,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_14,1,HC_14_M_1,standard,12k,12B,12B_HC_14_M_1,1005,ENCSR642QUS,ENCLB460CTE,ENCFF613AZJ,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_14,1,HC_14_M_1,standard,12k,12C,12C_HC_14_M_1,1005,ENCSR642QUS,ENCLB036ZDV,ENCFF872PWE,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_14,1,HC_14_M_1,standard,12k,12D,12D_HC_14_M_1,1005,ENCSR642QUS,ENCLB758IRF,ENCFF828ZNJ,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_14,1,HC_14_M_1,standard,12k,12E,12E_HC_14_M_1,1005,ENCSR642QUS,ENCLB575ODB,ENCFF932HLJ,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_14,2,HC_14_M_2,standard,12k,12A,12A_HC_14_M_2,1005,ENCSR642QUS,ENCLB323PGH,ENCFF487DQN,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_14,2,HC_14_M_2,standard,12k,12B,12B_HC_14_M_2,1005,ENCSR642QUS,ENCLB230CHW,ENCFF928UBB,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_14,2,HC_14_M_2,standard,12k,12C,12C_HC_14_M_2,1005,ENCSR642QUS,ENCLB935FDA,ENCFF121OTL,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_14,2,HC_14_M_2,standard,12k,12D,12D_HC_14_M_2,1005,ENCSR642QUS,ENCLB149GRK,ENCFF442FHN,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_14,2,HC_14_M_2,standard,12k,12E,12E_HC_14_M_2,1005,ENCSR642QUS,ENCLB118IMI,ENCFF093IGG,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PNM_18,1,HC_18m_M_1,standard,12k,12A,12A_HC_18m_M_1,1005,ENCSR545URU,ENCLB881VSV,ENCFF765BFD,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PNM_18,1,HC_18m_M_1,standard,12k,12B,12B_HC_18m_M_1,1005,ENCSR545URU,ENCLB237SKE,ENCFF522BWN,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PNM_18,1,HC_18m_M_1,standard,12k,12C,12C_HC_18m_M_1,1005,ENCSR545URU,ENCLB883WAR,ENCFF976YYW,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PNM_18,1,HC_18m_M_1,standard,12k,12D,12D_HC_18m_M_1,1005,ENCSR545URU,ENCLB624NRF,ENCFF829DIO,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PNM_18,1,HC_18m_M_1,standard,12k,12E,12E_HC_18m_M_1,1005,ENCSR545URU,ENCLB016BBK,ENCFF386YJK,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PNM_18,2,HC_18m_M_2,standard,12k,12A,12A_HC_18m_M_2,1005,ENCSR545URU,ENCLB972BHO,ENCFF808BWE,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PNM_18,2,HC_18m_M_2,standard,12k,12B,12B_HC_18m_M_2,1005,ENCSR545URU,ENCLB896TQJ,ENCFF192AEE,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PNM_18,2,HC_18m_M_2,standard,12k,12C,12C_HC_18m_M_2,1005,ENCSR545URU,ENCLB180ZPF,ENCFF761MBF,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PNM_18,2,HC_18m_M_2,standard,12k,12D,12D_HC_18m_M_2,1005,ENCSR545URU,ENCLB396ZPJ,ENCFF126HAC,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PNM_18,2,HC_18m_M_2,standard,12k,12E,12E_HC_18m_M_2,1005,ENCSR545URU,ENCLB144NYF,ENCFF222FGS,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_25,1,HC_25_F_1,standard,12k,12A,12A_HC_25_F_1,1005,ENCSR569LJC,ENCLB374ZKV,ENCFF027LDB,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_25,1,HC_25_F_1,standard,12k,12B,12B_HC_25_F_1,1005,ENCSR569LJC,ENCLB494AYE,ENCFF960SZK,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_25,1,HC_25_F_1,standard,12k,12C,12C_HC_25_F_1,1005,ENCSR569LJC,ENCLB962SRE,ENCFF448NUF,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_25,1,HC_25_F_1,standard,12k,12D,12D_HC_25_F_1,1005,ENCSR569LJC,ENCLB838TLT,ENCFF044BLD,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_25,1,HC_25_F_1,standard,12k,12E,12E_HC_25_F_1,1005,ENCSR569LJC,ENCLB019LZV,ENCFF507DWF,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_25,2,HC_25_F_2,standard,12k,12A,12A_HC_25_F_2,1005,ENCSR569LJC,ENCLB930FEO,ENCFF709XQD,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_25,2,HC_25_F_2,standard,12k,12B,12B_HC_25_F_2,1005,ENCSR569LJC,ENCLB403OAX,ENCFF151ZPB,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_25,2,HC_25_F_2,standard,12k,12C,12C_HC_25_F_2,1005,ENCSR569LJC,ENCLB893QZK,ENCFF115ULT,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_25,2,HC_25_F_2,standard,12k,12D,12D_HC_25_F_2,1005,ENCSR569LJC,ENCLB256BNN,ENCFF497GVG,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_25,2,HC_25_F_2,standard,12k,12E,12E_HC_25_F_2,1005,ENCSR569LJC,ENCLB116AYK,ENCFF977QAO,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_25,1,HC_25_M_1,standard,12k,12A,12A_HC_25_M_1,1005,ENCSR399EUZ,ENCLB059IOW,ENCFF633ZTB,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_25,1,HC_25_M_1,standard,12k,12B,12B_HC_25_M_1,1005,ENCSR399EUZ,ENCLB434LMO,ENCFF147CUN,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_25,1,HC_25_M_1,standard,12k,12C,12C_HC_25_M_1,1005,ENCSR399EUZ,ENCLB549DPS,ENCFF756HJX,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_25,1,HC_25_M_1,standard,12k,12D,12D_HC_25_M_1,1005,ENCSR399EUZ,ENCLB808FEI,ENCFF227OSK,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_25,1,HC_25_M_1,standard,12k,12E,12E_HC_25_M_1,1005,ENCSR399EUZ,ENCLB193SEN,ENCFF544HYN,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_25,2,HC_25_M_2,standard,12k,12A,12A_HC_25_M_2,1005,ENCSR399EUZ,ENCLB369IQW,ENCFF839NGD,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_25,2,HC_25_M_2,standard,12k,12B,12B_HC_25_M_2,1005,ENCSR399EUZ,ENCLB658FCF,ENCFF650ELW,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_25,2,HC_25_M_2,standard,12k,12C,12C_HC_25_M_2,1005,ENCSR399EUZ,ENCLB792GGZ,ENCFF977SIG,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_25,2,HC_25_M_2,standard,12k,12D,12D_HC_25_M_2,1005,ENCSR399EUZ,ENCLB359PID,ENCFF556RNO,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_25,2,HC_25_M_2,standard,12k,12E,12E_HC_25_M_2,1005,ENCSR399EUZ,ENCLB154YPJ,ENCFF393KCT,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PNM_02,1,HC_2m_F_1,standard,12k,12A,12A_HC_2m_F_1,1005,ENCSR203XJO,ENCLB690SEK,ENCFF206XOZ,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PNM_02,1,HC_2m_F_1,standard,12k,12B,12B_HC_2m_F_1,1005,ENCSR203XJO,ENCLB175XVH,ENCFF986ZUF,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PNM_02,1,HC_2m_F_1,standard,12k,12C,12C_HC_2m_F_1,1005,ENCSR203XJO,ENCLB351VZT,ENCFF645VFP,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PNM_02,1,HC_2m_F_1,standard,12k,12D,12D_HC_2m_F_1,1005,ENCSR203XJO,ENCLB856XKJ,ENCFF510ILR,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PNM_02,1,HC_2m_F_1,standard,12k,12E,12E_HC_2m_F_1,1005,ENCSR203XJO,ENCLB393NYF,ENCFF949TJT,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PNM_02,2,HC_2m_F_2,standard,12k,12A,12A_HC_2m_F_2,1005,ENCSR203XJO,ENCLB979DTC,ENCFF548XAF,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PNM_02,2,HC_2m_F_2,standard,12k,12B,12B_HC_2m_F_2,1005,ENCSR203XJO,ENCLB590LPL,ENCFF844FRX,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PNM_02,2,HC_2m_F_2,standard,12k,12C,12C_HC_2m_F_2,1005,ENCSR203XJO,ENCLB617GJX,ENCFF487RTJ,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PNM_02,2,HC_2m_F_2,standard,12k,12D,12D_HC_2m_F_2,1005,ENCSR203XJO,ENCLB027GNG,ENCFF743OPZ,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PNM_02,2,HC_2m_F_2,standard,12k,12E,12E_HC_2m_F_2,1005,ENCSR203XJO,ENCLB960KQB,ENCFF371GJR,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PNM_02,1,HC_2m_M_1,standard,12k,12A,12A_HC_2m_M_1,1005,ENCSR435CMT,ENCLB868SXB,ENCFF516VOO,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PNM_02,1,HC_2m_M_1,standard,12k,12B,12B_HC_2m_M_1,1005,ENCSR435CMT,ENCLB268IIG,ENCFF716VGT,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PNM_02,1,HC_2m_M_1,standard,12k,12C,12C_HC_2m_M_1,1005,ENCSR435CMT,ENCLB273YCJ,ENCFF921VQS,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PNM_02,1,HC_2m_M_1,standard,12k,12D,12D_HC_2m_M_1,1005,ENCSR435CMT,ENCLB804SGS,ENCFF201DRO,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PNM_02,1,HC_2m_M_1,standard,12k,12E,12E_HC_2m_M_1,1005,ENCSR435CMT,ENCLB663AJA,ENCFF892ZSM,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PNM_02,2,HC_2m_M_2,standard,12k,12A,12A_HC_2m_M_2,1005,ENCSR435CMT,ENCLB054KEK,ENCFF676BKJ,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PNM_02,2,HC_2m_M_2,standard,12k,12B,12B_HC_2m_M_2,1005,ENCSR435CMT,ENCLB061SHY,ENCFF225GYE,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PNM_02,2,HC_2m_M_2,standard,12k,12C,12C_HC_2m_M_2,1005,ENCSR435CMT,ENCLB218UMW,ENCFF592SOQ,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PNM_02,2,HC_2m_M_2,standard,12k,12D,12D_HC_2m_M_2,1005,ENCSR435CMT,ENCLB071XTB,ENCFF669LBM,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PNM_02,2,HC_2m_M_2,standard,12k,12E,12E_HC_2m_M_2,1005,ENCSR435CMT,ENCLB419JVT,ENCFF173NVH,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_36,1,HC_36_F_1,standard,12k,12A,12A_HC_36_F_1,1005,ENCSR967YET,ENCLB006MIO,ENCFF144UAY,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_36,1,HC_36_F_1,standard,12k,12B,12B_HC_36_F_1,1005,ENCSR967YET,ENCLB722QCL,ENCFF373KOD,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_36,1,HC_36_F_1,standard,12k,12C,12C_HC_36_F_1,1005,ENCSR967YET,ENCLB685EVN,ENCFF604GKO,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_36,1,HC_36_F_1,standard,12k,12D,12D_HC_36_F_1,1005,ENCSR967YET,ENCLB410KOF,ENCFF895TMH,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_36,1,HC_36_F_1,standard,12k,12E,12E_HC_36_F_1,1005,ENCSR967YET,ENCLB849IUX,ENCFF405EWP,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_36,2,HC_36_F_2,standard,12k,12A,12A_HC_36_F_2,1005,ENCSR967YET,ENCLB668NNX,ENCFF402BJT,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_36,2,HC_36_F_2,standard,12k,12B,12B_HC_36_F_2,1005,ENCSR967YET,ENCLB581NMZ,ENCFF387HDV,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_36,2,HC_36_F_2,standard,12k,12C,12C_HC_36_F_2,1005,ENCSR967YET,ENCLB685RWW,ENCFF755RGD,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_36,2,HC_36_F_2,standard,12k,12D,12D_HC_36_F_2,1005,ENCSR967YET,ENCLB106EUK,ENCFF364OFQ,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_36,2,HC_36_F_2,standard,12k,12E,12E_HC_36_F_2,1005,ENCSR967YET,ENCLB949MPH,ENCFF836RUO,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_36,1,HC_36_M_1,standard,12k,12A,12A_HC_36_M_1,1005,ENCSR940VCU,ENCLB521TPO,ENCFF525UPS,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_36,1,HC_36_M_1,standard,12k,12B,12B_HC_36_M_1,1005,ENCSR940VCU,ENCLB297BXW,ENCFF775CPD,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_36,1,HC_36_M_1,standard,12k,12C,12C_HC_36_M_1,1005,ENCSR940VCU,ENCLB627FYJ,ENCFF265KOL,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_36,1,HC_36_M_1,standard,12k,12D,12D_HC_36_M_1,1005,ENCSR940VCU,ENCLB336PDA,ENCFF224MCT,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_36,1,HC_36_M_1,standard,12k,12E,12E_HC_36_M_1,1005,ENCSR940VCU,ENCLB659CIS,ENCFF665JYR,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_36,2,HC_36_M_2,standard,12k,12A,12A_HC_36_M_2,1005,ENCSR940VCU,ENCLB141FJQ,ENCFF405UNN,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_36,2,HC_36_M_2,standard,12k,12B,12B_HC_36_M_2,1005,ENCSR940VCU,ENCLB139TJO,ENCFF614ODM,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_36,2,HC_36_M_2,standard,12k,12C,12C_HC_36_M_2,1005,ENCSR940VCU,ENCLB572DYH,ENCFF528LWM,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_36,2,HC_36_M_2,standard,12k,12D,12D_HC_36_M_2,1005,ENCSR940VCU,ENCLB438CYW,ENCFF992DVF,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_36,2,HC_36_M_2,standard,12k,12E,12E_HC_36_M_2,1005,ENCSR940VCU,ENCLB055PXE,ENCFF456WQM,500,30000,500,0.2,0.5
