"","gene_id","gene_name","gene_type"
"69353","ENSMUSG00000102106.2","2310043O21Rik","lincRNA"
"69354","ENSMUSG00000115587.1","Gm29697","processed_pseudogene"
"69355","ENSMUSG00000114975.1","Gm49090","processed_pseudogene"
"69356","ENSMUSG00000115491.1","Siah1-ps2","processed_pseudogene"
"69357","ENSMUSG00000115547.1","1100001I12Rik","lincRNA"
"69358","ENSMUSG00000022295.8","Atp6v1c1","protein_coding"
"69359","ENSMUSG00000115620.1","Gm45924","lincRNA"
"69360","ENSMUSG00000114994.1","Gm49097","antisense"
"69361","ENSMUSG00000022296.9","Baalc","protein_coding"
"69362","ENSMUSG00000115070.1","Gm4740","processed_pseudogene"
"69363","ENSMUSG00000097875.2","Gm26704","bidirectional_promoter_lncRNA"
"69364","ENSMUSG00000022297.15","Fzd6","protein_coding"
"69365","ENSMUSG00000115508.1","Gm49786","lincRNA"
"69367","ENSMUSG00000115841.1","Gm49105","processed_pseudogene"
"69368","ENSMUSG00000054196.7","Cthrc1","protein_coding"
"69369","ENSMUSG00000022299.9","Slc25a32","protein_coding"
"69370","ENSMUSG00000022300.10","Dcaf13","protein_coding"
"69372","ENSMUSG00000098021.2","Gm9522","processed_pseudogene"
"69373","ENSMUSG00000037386.16","Rims2","protein_coding"
"69374","ENSMUSG00000095297.1","Gm25381","miRNA"
"69375","ENSMUSG00000022303.9","Dcstamp","protein_coding"
"69376","ENSMUSG00000022304.13","Dpys","protein_coding"
"69377","ENSMUSG00000087695.1","Gm16291","antisense"
"69378","ENSMUSG00000022305.13","Lrp12","protein_coding"
"69379","ENSMUSG00000115230.1","AU022793","lincRNA"
"69380","ENSMUSG00000115152.1","Gm49253","processed_pseudogene"
"69382","ENSMUSG00000115712.1","Gm49255","processed_pseudogene"
"69383","ENSMUSG00000115142.1","Gm33251","lincRNA"
"69384","ENSMUSG00000094112.2","9330182O14Rik","protein_coding"
"69385","ENSMUSG00000115367.1","Gm33301","lincRNA"
"69386","ENSMUSG00000092855.1","Gm25958","miRNA"
"69387","ENSMUSG00000115820.1","Gm41311","lincRNA"
"69388","ENSMUSG00000056332.4","Gm16294","lincRNA"
"69389","ENSMUSG00000115069.1","Gm7382","processed_pseudogene"
"69390","ENSMUSG00000022306.9","Zfpm2","protein_coding"
"69394","ENSMUSG00000048559.5","4930555K19Rik","processed_pseudogene"
"69395","ENSMUSG00000116178.1","Gm49529","processed_pseudogene"
"69396","ENSMUSG00000022307.16","Oxr1","protein_coding"
"69397","ENSMUSG00000097232.1","Gm26854","antisense"
"69398","ENSMUSG00000042895.6","Abra","protein_coding"
"69399","ENSMUSG00000116083.1","Gm5469","processed_pseudogene"
"69401","ENSMUSG00000116215.1","Gm5470","processed_pseudogene"
"69402","ENSMUSG00000115986.1","Gm49439","lincRNA"
"69404","ENSMUSG00000116008.1","Gm49440","processed_pseudogene"
"69405","ENSMUSG00000115988.1","Gm49441","lincRNA"
"69406","ENSMUSG00000115985.1","Gm18531","processed_pseudogene"
"69407","ENSMUSG00000116245.1","Gm49452","lincRNA"
"69408","ENSMUSG00000116323.1","Gm18092","processed_pseudogene"
"69409","ENSMUSG00000115894.1","Gm49453","processed_pseudogene"
"69410","ENSMUSG00000022309.9","Angpt1","protein_coding"
"69411","ENSMUSG00000097805.2","Gm17473","antisense"
"69412","ENSMUSG00000051920.7","Rspo2","protein_coding"
"69413","ENSMUSG00000098002.1","Gm9658","processed_pseudogene"
"69415","ENSMUSG00000022336.3","Eif3e","protein_coding"
"69416","ENSMUSG00000115635.1","Gm49271","lincRNA"
"69417","ENSMUSG00000072592.2","Gm10373","lincRNA"
"69418","ENSMUSG00000022337.7","Emc2","protein_coding"
"69419","ENSMUSG00000115407.1","Gm2140","processed_pseudogene"
"69420","ENSMUSG00000054409.5","Tmem74","protein_coding"
"69421","ENSMUSG00000038760.14","Trhr","protein_coding"
"69422","ENSMUSG00000115730.1","Gm7459","processed_pseudogene"
"69423","ENSMUSG00000115694.1","Gm19235","processed_pseudogene"
"69426","ENSMUSG00000038736.10","Nudcd1","protein_coding"
"69427","ENSMUSG00000022338.8","Eny2","protein_coding"
"69429","ENSMUSG00000038725.13","Pkhd1l1","protein_coding"
"69430","ENSMUSG00000022339.9","Ebag9","protein_coding"
"69431","ENSMUSG00000022340.15","Sybu","protein_coding"
"69432","ENSMUSG00000060530.2","A930017M01Rik","transcribed_processed_pseudogene"
"69435","ENSMUSG00000115265.1","Gm18153","processed_pseudogene"
"69436","ENSMUSG00000058463.3","Gm5471","processed_pseudogene"
"69437","ENSMUSG00000022342.6","Kcnv1","protein_coding"
"69438","ENSMUSG00000115549.1","Gm2203","processed_pseudogene"
"69439","ENSMUSG00000096157.2","Gm5472","processed_pseudogene"
"69441","ENSMUSG00000115197.1","Gm49075","processed_pseudogene"
"69442","ENSMUSG00000099751.6","1700022A22Rik","lincRNA"
"69443","ENSMUSG00000092643.1","Gm23562","miRNA"
"69444","ENSMUSG00000115177.1","4930523O13Rik","lincRNA"
"69445","ENSMUSG00000115350.1","Gm49079","processed_pseudogene"
"69446","ENSMUSG00000051198.6","4930548G14Rik","lincRNA"
"69447","ENSMUSG00000115495.1","Gm38541","processed_pseudogene"
"69449","ENSMUSG00000115534.1","Gm7508","processed_pseudogene"
"69450","ENSMUSG00000115707.1","Gm2267","processed_pseudogene"
"69451","ENSMUSG00000022311.15","Csmd3","protein_coding"
"69452","ENSMUSG00000089828.2","Gm16300","processed_pseudogene"
"69455","ENSMUSG00000115700.1","Gm7517","processed_pseudogene"
"69456","ENSMUSG00000115462.1","Gm49185","processed_pseudogene"
"69458","ENSMUSG00000114976.1","Gm2333","processed_pseudogene"
"69459","ENSMUSG00000115775.1","Gm41318","lincRNA"
"69461","ENSMUSG00000115446.1","Gm49186","processed_pseudogene"
"69462","ENSMUSG00000115478.1","Gm49198","lincRNA"
"69463","ENSMUSG00000038679.16","Trps1","protein_coding"
"69464","ENSMUSG00000084458.1","Mir1907","miRNA"
"69465","ENSMUSG00000115339.1","Gm48913","lincRNA"
"69466","ENSMUSG00000115654.1","Gm19303","lincRNA"
"69467","ENSMUSG00000115513.1","Gm2361","processed_pseudogene"
"69468","ENSMUSG00000115563.1","Gm34562","lincRNA"
"69469","ENSMUSG00000022312.11","Eif3h","protein_coding"
"69470","ENSMUSG00000022313.10","Utp23","protein_coding"
"69471","ENSMUSG00000115284.1","Gm34678","antisense"
"69472","ENSMUSG00000115616.1","Gm48923","lincRNA"
"69473","ENSMUSG00000022314.10","Rad21","protein_coding"
"69474","ENSMUSG00000115068.1","Gm48926","processed_pseudogene"
"69475","ENSMUSG00000115238.1","Gm19236","processed_pseudogene"
"69476","ENSMUSG00000068522.4","Aard","protein_coding"
"69477","ENSMUSG00000115457.1","Gm2387","processed_pseudogene"
"69478","ENSMUSG00000115738.1","Gm7543","processed_pseudogene"
"69479","ENSMUSG00000022315.3","Slc30a8","protein_coding"
"69480","ENSMUSG00000115241.1","Gm41322","lincRNA"
"69481","ENSMUSG00000057262.2","Gm10020","processed_pseudogene"
"69484","ENSMUSG00000038622.8","Med30","protein_coding"
"69485","ENSMUSG00000115137.1","Gm34794","lincRNA"
"69486","ENSMUSG00000061731.9","Ext1","protein_coding"
"69488","ENSMUSG00000058656.13","Samd12","protein_coding"
"69490","ENSMUSG00000104794.1","Mir28c","miRNA"
"69491","ENSMUSG00000115761.1","1700015H07Rik","antisense"
"69492","ENSMUSG00000072584.2","Gm7489","protein_coding"
"69493","ENSMUSG00000097938.1","Gm26933","processed_pseudogene"
"69494","ENSMUSG00000063727.3","Tnfrsf11b","protein_coding"
"69495","ENSMUSG00000115327.1","Gm7566","processed_pseudogene"
"69496","ENSMUSG00000050978.3","Gm5215","processed_pseudogene"
"69497","ENSMUSG00000038591.3","Colec10","protein_coding"
"69498","ENSMUSG00000115211.1","Gm18152","processed_pseudogene"
"69499","ENSMUSG00000115477.1","Gm20070","processed_pseudogene"
"69500","ENSMUSG00000024479.3","Mal2","protein_coding"
"69501","ENSMUSG00000037362.8","Ccn3","protein_coding"
"69502","ENSMUSG00000098237.1","Gm7577","processed_pseudogene"
"69503","ENSMUSG00000022425.16","Enpp2","protein_coding"
"69504","ENSMUSG00000097286.2","Gm26684","bidirectional_promoter_lncRNA"
"69505","ENSMUSG00000115245.1","4930478E11Rik","lincRNA"
"69506","ENSMUSG00000114990.1","Gm49036","processed_pseudogene"
"69507","ENSMUSG00000037343.8","Taf2","protein_coding"
"69508","ENSMUSG00000022422.13","Dscc1","protein_coding"
"69509","ENSMUSG00000115657.1","Gm41325","antisense"
"69510","ENSMUSG00000053749.12","Gm9920","processed_transcript"
"69511","ENSMUSG00000022419.16","Deptor","protein_coding"
"69513","ENSMUSG00000022371.16","Col14a1","protein_coding"
"69514","ENSMUSG00000101568.1","1700040F17Rik","antisense"
"69515","ENSMUSG00000115759.1","Gm18787","transcribed_processed_pseudogene"
"69516","ENSMUSG00000115414.1","Gm49257","processed_transcript"
"69517","ENSMUSG00000022370.13","Mrpl13","protein_coding"
"69518","ENSMUSG00000022369.13","Mtbp","protein_coding"
"69519","ENSMUSG00000060429.12","Sntb1","protein_coding"
"69520","ENSMUSG00000115200.1","Gm46516","lincRNA"
"69522","ENSMUSG00000115651.1","Gm7595","processed_pseudogene"
"69523","ENSMUSG00000115187.1","Gm49210","processed_pseudogene"
"69524","ENSMUSG00000115361.1","Gm49211","lincRNA"
"69525","ENSMUSG00000115678.1","Gm49212","lincRNA"
"69526","ENSMUSG00000114969.1","Hba-ps3","processed_pseudogene"
"69527","ENSMUSG00000115064.1","Gm49213","processed_pseudogene"
"69528","ENSMUSG00000022367.7","Has2","protein_coding"
"69529","ENSMUSG00000086541.8","Has2os","processed_transcript"
"69530","ENSMUSG00000115493.1","Gm5673","processed_pseudogene"
"69531","ENSMUSG00000115172.1","Gm2582","lincRNA"
"69533","ENSMUSG00000022366.12","Slc22a22","protein_coding"
"69534","ENSMUSG00000115226.1","Gm49229","processed_pseudogene"
"69535","ENSMUSG00000115117.1","Gm18094","processed_pseudogene"
"69536","ENSMUSG00000115629.1","Gm49235","processed_pseudogene"
"69537","ENSMUSG00000071757.10","Zhx2","protein_coding"
"69538","ENSMUSG00000090002.1","Gm16006","antisense"
"69539","ENSMUSG00000047807.10","9330154K18Rik","antisense"
"69540","ENSMUSG00000022365.6","Derl1","protein_coding"
"69541","ENSMUSG00000022364.14","Tbc1d31","protein_coding"
"69542","ENSMUSG00000051225.9","Fam83a","protein_coding"
"69543","ENSMUSG00000101892.1","9130401M01Rik","protein_coding"
"69544","ENSMUSG00000022362.13","Gm29394","protein_coding"
"69546","ENSMUSG00000022361.14","Zhx1","protein_coding"
"69547","ENSMUSG00000022360.8","Atad2","protein_coding"
"69548","ENSMUSG00000022359.10","Wdyhv1","protein_coding"
"69551","ENSMUSG00000022358.7","Fbxo32","protein_coding"
"69552","ENSMUSG00000086801.1","Gm15943","antisense"
"69553","ENSMUSG00000022357.2","Klhl38","protein_coding"
"69554","ENSMUSG00000055114.8","Anxa13","processed_transcript"
"69555","ENSMUSG00000115576.1","Gm2675","lincRNA"
"69556","ENSMUSG00000037119.4","Fam91a1","protein_coding"
"69557","ENSMUSG00000037106.8","Fer1l6","protein_coding"
"69559","ENSMUSG00000093677.1","Gm20712","sense_overlapping"
"69560","ENSMUSG00000062373.8","Tmem65","protein_coding"
"69562","ENSMUSG00000061490.6","Ube2d4","processed_pseudogene"
"69563","ENSMUSG00000037085.8","Trmt12","protein_coding"
"69564","ENSMUSG00000037075.7","Rnf139","protein_coding"
"69565","ENSMUSG00000115463.1","Gm49356","protein_coding"
"69566","ENSMUSG00000050891.9","Tatdn1","protein_coding"
"69567","ENSMUSG00000022354.4","Ndufb9","protein_coding"
"69568","ENSMUSG00000022353.10","Mtss1","protein_coding"
"69569","ENSMUSG00000115062.1","4930544F09Rik","antisense"
"69570","ENSMUSG00000025922.9","Gm5045","processed_pseudogene"
"69571","ENSMUSG00000115604.1","Gm7691","processed_pseudogene"
"69572","ENSMUSG00000115118.1","Gm36617","lincRNA"
"69573","ENSMUSG00000098528.1","Zfp572","transcribed_processed_pseudogene"
"69574","ENSMUSG00000022351.14","Sqle","protein_coding"
"69575","ENSMUSG00000022350.7","Washc5","protein_coding"
"69576","ENSMUSG00000059586.10","Nsmce2","protein_coding"
"69577","ENSMUSG00000115896.1","Gm36677","lincRNA"
"69578","ENSMUSG00000032501.9","Trib1","protein_coding"
"69579","ENSMUSG00000115010.1","Gm20150","processed_pseudogene"
"69580","ENSMUSG00000115426.1","Gm19510","lincRNA"
"69581","ENSMUSG00000115734.1","Gm7708","processed_pseudogene"
"69582","ENSMUSG00000093849.1","Gm7083","processed_pseudogene"
"69583","ENSMUSG00000071750.3","Gm7713","processed_pseudogene"
"69584","ENSMUSG00000071749.3","4933412E24Rik","protein_coding"
"69586","ENSMUSG00000115681.1","Gm2682","lincRNA"
"69587","ENSMUSG00000115838.1","Gm46507","processed_pseudogene"
"69588","ENSMUSG00000115251.1","Gm4774","processed_pseudogene"
"69589","ENSMUSG00000115159.1","Gm17892","processed_pseudogene"
"69590","ENSMUSG00000115503.1","Gm6392","processed_pseudogene"
"69591","ENSMUSG00000115504.1","Gm48946","lincRNA"
"69593","ENSMUSG00000112930.2","Gm7086","transcribed_unprocessed_pseudogene"
"69594","ENSMUSG00000114984.1","Gm48947","processed_pseudogene"
"69595","ENSMUSG00000072568.4","Fam84b","protein_coding"
"69596","ENSMUSG00000097493.3","9930014A18Rik","processed_transcript"
"69597","ENSMUSG00000022347.8","A1bg","protein_coding"
"69598","ENSMUSG00000115231.1","4930402D18Rik","antisense"
"69599","ENSMUSG00000115809.1","Gm48951","processed_pseudogene"
"69600","ENSMUSG00000116498.1","Gm38563","lincRNA"
"69601","ENSMUSG00000116000.1","Gm49497","lincRNA"
"69602","ENSMUSG00000116299.1","Gm29904","lincRNA"
"69604","ENSMUSG00000116109.1","Gm49498","lincRNA"
"69605","ENSMUSG00000116031.1","D030024E09Rik","lincRNA"
"69606","ENSMUSG00000116017.1","Gm18154","processed_pseudogene"
"69608","ENSMUSG00000022346.15","Myc","protein_coding"
"69609","ENSMUSG00000097039.8","Pvt1","lincRNA"
"69614","ENSMUSG00000101167.1","H2afy3","processed_pseudogene"
"69615","ENSMUSG00000115862.1","Gm41333","lincRNA"
"69616","ENSMUSG00000093058.1","Gm24810","miRNA"
"69618","ENSMUSG00000106988.1","Tsg101-ps","processed_pseudogene"
"69619","ENSMUSG00000115164.2","Gm30159","lincRNA"
"69620","ENSMUSG00000115011.1","Gm49013","processed_pseudogene"
"69621","ENSMUSG00000115520.2","Gm41335","lincRNA"
"69622","ENSMUSG00000115369.1","Gm49014","lincRNA"
"69624","ENSMUSG00000115377.1","Gm4942","processed_pseudogene"
"69625","ENSMUSG00000095812.1","Gm5473","processed_pseudogene"
"69626","ENSMUSG00000115676.1","4930449C09Rik","lincRNA"
"69627","ENSMUSG00000115711.1","Gm41336","lincRNA"
"69628","ENSMUSG00000115464.1","Gm49019","lincRNA"
"69629","ENSMUSG00000115682.1","Gm46499","processed_pseudogene"
"69630","ENSMUSG00000079025.9","Gsdmc","protein_coding"
"69631","ENSMUSG00000099435.6","1700065I16Rik","transcribed_unprocessed_pseudogene"
"69632","ENSMUSG00000056293.12","Gsdmc2","protein_coding"
"69633","ENSMUSG00000062543.8","Gsdmcl1","transcribed_unprocessed_pseudogene"
"69634","ENSMUSG00000055827.13","Gsdmc3","protein_coding"
"69635","ENSMUSG00000093867.7","Gsdmcl2","transcribed_unprocessed_pseudogene"
"69636","ENSMUSG00000055748.12","Gsdmc4","protein_coding"
"69637","ENSMUSG00000100127.6","Gsdmcl-ps","transcribed_unprocessed_pseudogene"
"69638","ENSMUSG00000022378.14","Fam49b","protein_coding"
"69640","ENSMUSG00000022377.16","Asap1","protein_coding"
"69641","ENSMUSG00000093695.2","Gm20717","antisense"
"69642","ENSMUSG00000115752.1","1700010G06Rik","antisense"
"69644","ENSMUSG00000115169.1","Gm30563","lincRNA"
"69645","ENSMUSG00000115328.1","Gm30691","lincRNA"
"69646","ENSMUSG00000022376.8","Adcy8","protein_coding"
"69647","ENSMUSG00000094296.1","Gm21798","protein_coding"
"69648","ENSMUSG00000079024.2","Gm21961","protein_coding"
"69649","ENSMUSG00000072541.2","Gm5046","processed_pseudogene"
"69650","ENSMUSG00000115677.1","Gm49241","processed_pseudogene"
"69651","ENSMUSG00000115672.1","Gm7814","processed_pseudogene"
"69652","ENSMUSG00000115066.1","Gm49242","processed_pseudogene"
"69653","ENSMUSG00000115402.1","Gm49243","processed_pseudogene"
"69655","ENSMUSG00000015002.18","Efr3a","protein_coding"
"69656","ENSMUSG00000092495.1","Gm20405","processed_transcript"
"69657","ENSMUSG00000015001.17","Oc90","protein_coding"
"69658","ENSMUSG00000072511.2","Hhla1","protein_coding"
"69659","ENSMUSG00000092454.1","Gm2991","processed_pseudogene"
"69660","ENSMUSG00000056258.9","Kcnq3","protein_coding"
"69661","ENSMUSG00000099013.1","Gm27153","antisense"
"69662","ENSMUSG00000099054.1","Gm27242","lincRNA"
"69663","ENSMUSG00000115784.1","Gm30929","lincRNA"
"69664","ENSMUSG00000115351.1","Gm19077","processed_pseudogene"
"69665","ENSMUSG00000022375.6","Lrrc6","protein_coding"
"69666","ENSMUSG00000036944.6","Tmem71","protein_coding"
"69667","ENSMUSG00000072501.5","Phf20l1","protein_coding"
"69668","ENSMUSG00000053469.14","Tg","protein_coding"
"69669","ENSMUSG00000090464.1","Gm17140","antisense"
"69670","ENSMUSG00000022372.14","Sla","protein_coding"
"69671","ENSMUSG00000005124.10","Ccn4","protein_coding"
"69672","ENSMUSG00000005125.13","Ndrg1","protein_coding"
"69673","ENSMUSG00000091479.1","Gm17035","antisense"
"69674","ENSMUSG00000091412.1","Gm2895","bidirectional_promoter_lncRNA"
"69675","ENSMUSG00000116289.1","Gm31342","lincRNA"
"69676","ENSMUSG00000013846.10","St3gal1","protein_coding"
"69677","ENSMUSG00000102069.1","1700012I11Rik","lincRNA"
"69678","ENSMUSG00000115875.1","Gm49408","processed_pseudogene"
"69679","ENSMUSG00000116519.1","Gm49409","processed_pseudogene"
"69680","ENSMUSG00000022335.17","Zfat","protein_coding"
"69681","ENSMUSG00000068397.4","Gm10240","processed_pseudogene"
"69683","ENSMUSG00000096967.3","Gm26621","processed_transcript"
"69684","ENSMUSG00000065476.2","Mir30b","miRNA"
"69686","ENSMUSG00000093387.1","Gm20732","lincRNA"
"69687","ENSMUSG00000065437.1","Mir30d","miRNA"
"69688","ENSMUSG00000116367.1","Gm49414","processed_pseudogene"
"69690","ENSMUSG00000116089.1","Gm7859","processed_pseudogene"
"69691","ENSMUSG00000116294.1","Gm49415","lincRNA"
"69692","ENSMUSG00000115928.1","Gm18930","processed_pseudogene"
"69693","ENSMUSG00000069996.3","Gm7125","lincRNA"
"69694","ENSMUSG00000022332.8","Khdrbs3","protein_coding"
"69695","ENSMUSG00000116092.1","Gm49422","sense_intronic"
"69697","ENSMUSG00000116167.1","4930504C09Rik","lincRNA"
"69700","ENSMUSG00000116483.1","Gm19782","lincRNA"
"69701","ENSMUSG00000116398.1","Gm5216","processed_pseudogene"
"69702","ENSMUSG00000116449.1","Gm18155","processed_pseudogene"
"69703","ENSMUSG00000116168.1","Gm49430","processed_pseudogene"
"69704","ENSMUSG00000116191.1","Gm19199","processed_pseudogene"
"69705","ENSMUSG00000116355.1","Gm5217","processed_pseudogene"
"69706","ENSMUSG00000036800.8","Fam135b","protein_coding"
"69707","ENSMUSG00000104552.1","Gm47309","miRNA"
"69709","ENSMUSG00000115868.1","Gm2999","processed_pseudogene"
"69710","ENSMUSG00000079022.10","Col22a1","protein_coding"
"69711","ENSMUSG00000090237.1","Gm16308","antisense"
"69712","ENSMUSG00000116068.1","Gm49457","lincRNA"
"69715","ENSMUSG00000036760.7","Kcnk9","protein_coding"
"69716","ENSMUSG00000116088.1","Gm49460","antisense"
"69717","ENSMUSG00000047921.16","Trappc9","protein_coding"
"69719","ENSMUSG00000116314.1","Gm49459","processed_pseudogene"
"69720","ENSMUSG00000106847.1","Peg13","sense_intronic"
"69721","ENSMUSG00000096173.2","Gm3150","processed_pseudogene"
"69722","ENSMUSG00000068391.8","Chrac1","protein_coding"
"69723","ENSMUSG00000036698.11","Ago2","protein_coding"
"69724","ENSMUSG00000022607.17","Ptk2","protein_coding"
"69725","ENSMUSG00000115693.1","1700085D07Rik","antisense"
"69726","ENSMUSG00000065612.1","Mir151","miRNA"
"69728","ENSMUSG00000115602.1","Gm7908","processed_pseudogene"
"69729","ENSMUSG00000115810.1","Gm49066","bidirectional_promoter_lncRNA"
"69730","ENSMUSG00000116174.1","Gm10362","processed_pseudogene"
"69731","ENSMUSG00000115885.1","Gm19811","processed_pseudogene"
"69732","ENSMUSG00000036661.14","Dennd3","protein_coding"
"69733","ENSMUSG00000079020.9","Slc45a4","protein_coding"
"69734","ENSMUSG00000099958.1","1700010B13Rik","processed_transcript"
"69735","ENSMUSG00000045281.5","Gpr20","protein_coding"
"69736","ENSMUSG00000059895.13","Ptp4a3","protein_coding"
"69738","ENSMUSG00000072487.10","Mroh5","protein_coding"
"69739","ENSMUSG00000083380.1","Ndufb4c","processed_pseudogene"
"69740","ENSMUSG00000086361.1","Gm6569","protein_coding"
"69741","ENSMUSG00000116256.1","Gm32405","lincRNA"
"69742","ENSMUSG00000075609.3","Gm7935","processed_pseudogene"
"69743","ENSMUSG00000082585.3","Gm15387","processed_pseudogene"
"69744","ENSMUSG00000034730.17","Adgrb1","protein_coding"
"69745","ENSMUSG00000093340.1","Gm26117","miRNA"
